,2. Datum nesreče,3. Ura nesreče,4. Nadzornik prisoten,5. Zdravnik prisoten,6. Reševalec prisoten,7. Udeleženec A – LETNICA ROJSTVA,8. Udeleženec A – država,9. Udeleženec A – zvrst smučanja,10. Udeleženec A – ravnanje pred nesrečo,11. Udeleženec B – LETO rojstva,12. Udeleženec B – država,13. Udeleženec B – zvrst smučanja,14. Skica nesreče,15. Fotografija kraja nesreče,16. Posnetek kraja nesreče,17. Vreme,18. Vidljivost,19. Temperatura,20. Vrsta snega,21. Veter,22. Telesna poškodba
306,22.2.2016,14:00,TRUE,TRUE,TRUE,2006,Slovenija,Alpsko,2,1997,Slovenija,Alpsko,TRUE,TRUE,,1,2,37,6,1,Lažja
307,23.2.2016,12:00,TRUE,TRUE,TRUE,2001,Slovenija,Alpsko,2,,,,TRUE,TRUE,,5,4,25,12,1,Lažja
308,24.2.2016,10:30,TRUE,TRUE,TRUE,2003,Slovenija,Alpsko,25,,,,TRUE,TRUE,,1,2,-4,9,1,Lažja
309,24.2.2016,10:30,TRUE,TRUE,TRUE,2009,Slovenija,,25,,,,TRUE,,,1,2,-4,9,1,Lažja
310,24.2.2016,14:00,TRUE,TRUE,TRUE,2004,Slovenija,Deskanje,,,,,TRUE,TRUE,,1,1,3,9,1,Lažja
311,18.2.2016,14:30,TRUE,,TRUE,2008,Slovenija,Alpsko,10,,,,TRUE,TRUE,,5,3,,12,1,Lažja
312,18.2.2016,12:00,TRUE,,TRUE,2008,Slovenija,Alpsko,8,1978,Slovenija,Alpsko,TRUE,TRUE,,5,3,2,12,1,Lažja
313,4.1.2016,12:30,TRUE,,,1965,Avstrija,Alpsko,1,,,,TRUE,,,,,,,,Lažja
314,5.1.2016,12:30,TRUE,,TRUE,2006,Rusija,Alpsko,1,,,,TRUE,,,3,1,-3,7,1,Lažja
315,6.1.2016,11:00,TRUE,,TRUE,1973,Slovenija,Alpsko,1,,,,TRUE,TRUE,,4,1,-2,7,1,Lažja
316,6.1.2016,12:00,TRUE,,,2001,Irska,Alpsko,25,,,,,,,,,,,,Lažja
317,6.1.2016,12:30,TRUE,,TRUE,1998,Hrvaška,Deskanje,1,,,,,,,2,1,-1,4,1,Lažja
318,6.1.2016,12:30,TRUE,,TRUE,1979,Hrvaška,Alpsko,1,,,,TRUE,TRUE,,5,2,-2,2,1,Lažja
319,6.1.2016,13:30,,,,1988,črna Gora,Alpsko,1,,,,TRUE,TRUE,,4,1,-1,7,1,Lažja
320,7.1.2016,11:30,TRUE,,TRUE,1967,Hrvaška,Alpsko,25,,,,,,,1,2,-3,,1,Lažja
321,7.1.2016,12:30,TRUE,,TRUE,2003,Hrvaška,Deskanje,1,,,,,,,1,1,1,7,1,Lažja
322,7.1.2016,,TRUE,,TRUE,2007,Hrvaška,Alpsko,1,,,,TRUE,TRUE,,1,2,-2,7,1,Lažja
323,8.1.2016,21:00,TRUE,,TRUE,2009,Slovenija,Alpsko,1,,,,TRUE,,,1,1,2,7,1,Lažja
324,8.1.2016,10:30,TRUE,,TRUE,2004,Hrvaška,Alpsko,22,,,,TRUE,,,1,2,-3,4,1,Lažja
325,8.1.2016,11:00,,,,1979,Hrvaška,Alpsko,1,,,,,,,1,2,2,3,1,Lažja
326,8.1.2016,,TRUE,,TRUE,2000,Hrvaška,Deskanje,1,,,,FALSE,,,1,1,3,2,1,Lažja
327,8.1.2016,11:30,TRUE,,TRUE,2001,črna Gora,Deskanje,1,,,,,,,1,1,2,2,1,Lažja
328,9.1.2016,10:30,TRUE,,TRUE,2009,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,1,2,3,1,Lažja
329,12.1.2016,11:30,TRUE,,TRUE,2007,Slovenija,Alpsko,1,,,,TRUE,,,2,2,2,7,1,Lažja
330,12.1.2016,12:00,TRUE,,TRUE,1997,Bih,Alpsko,8,1997,BIH,Alpsko,TRUE,,,2,1,1,7,1,Lažja
331,12.1.2016,15:30,TRUE,,,1998,Bih,Alpsko,22,1998,BIH,Alpsko,TRUE,TRUE,,2,2,3,7,1,Lažja
332,12.2.2016,21:00,TRUE,,TRUE,1974,Srbija,Alpsko,22,,,,TRUE,,,,1,-1,7,1,Lažja
333,14.2.2016,10:00,TRUE,,TRUE,2002,Slovenija,Deskanje,2,,,,TRUE,TRUE,,5,4,16,7,1,Lažja
334,13.2.2016,05:00,TRUE,,TRUE,1972,Slovenija,Alpsko,2,,,,TRUE,TRUE,FALSE,1,2,1,7,1,
335,11.2.2016,18:30,TRUE,,,1980,Slovenija,Alpsko,1,,,,,,,1,2,-2,3,1,Lažja
336,11.2.2016,11:30,TRUE,,TRUE,2000,Slovenija,Deskanje,2,,,,TRUE,TRUE,,1,2,2,7,1,Lažja
337,13.1.2016,13:00,TRUE,,TRUE,2003,Slovenija,Alpsko,22,,,,TRUE,,,1,2,4,7,1,Lažja
338,13.1.2016,12:30,TRUE,,TRUE,1969,Bih,Alpsko,1,,,,TRUE,TRUE,,1,2,1,3,1,Lažja
339,15.1.2016,13:30,TRUE,TRUE,TRUE,1984,Bih,Alpsko,1,,,,TRUE,,,1,1,,7,1,Lažja
340,14.1.2016,14:00,TRUE,,TRUE,1958,Hrvaška,Alpsko,1,,,,TRUE,TRUE,,4,1,-2,7,1,Lažja
341,13.1.2016,13:30,TRUE,,TRUE,2008,Slovenija,Alpsko,25,,,,TRUE,,,2,2,4,,,Lažja
342,15.1.2016,09:30,,,,2012,Slovenija,Alpsko,25,,,,,,,3,1,1,7,1,Lažja
343,15.1.2016,11:00,TRUE,,TRUE,2003,Slovenija,Alpsko,10,,,,TRUE,TRUE,,2,2,1,3,1,Lažja
344,15.1.2016,13:30,TRUE,,TRUE,2010,Srbija,Alpsko,1,,,,TRUE,TRUE,,1,2,,,1,Lažja
345,15.1.2016,14:30,TRUE,,TRUE,1997,Slovenija,Deskanje,1,,,,,,,2,1,-1,7,1,Lažja
346,17.1.2016,13:30,TRUE,,TRUE,1956,Bih,Alpsko,1,,,,,,,1,1,2,7,1,Lažja
347,19.1.2016,14:30,TRUE,,TRUE,1983,Bih,Alpsko,1,,,,TRUE,,,5,2,-2,9,1,Lažja
348,21.1.2016,12:00,TRUE,,TRUE,2002,Slovenija,Deskanje,1,,,,TRUE,,,1,2,-2,7,1,Lažja
349,23.1.2016,14:00,TRUE,,TRUE,1970,Hrvaška,Alpsko,1,,,,TRUE,TRUE,,2,1,0,7,1,Lažja
350,23.1.2016,14:30,TRUE,,TRUE,1981,Italija,Deskanje,1,,,,TRUE,TRUE,,1,2,-3,3,1,Lažja
351,23.1.2016,14:30,TRUE,,TRUE,2007,Slovenija,Alpsko,1,,,,,,,2,1,-1,7,1,Lažja
352,24.1.2016,12:00,TRUE,,TRUE,1981,Italija,Alpsko,2,,,,TRUE,TRUE,,2,2,,4,1,Lažja
353,25.1.2016,11:00,TRUE,,TRUE,1995,Slovenija,Alpsko,15,,,,TRUE,,,1,1,-1,7,1,Lažja
354,26.1.2016,12:00,TRUE,,TRUE,1949,Slovenija,Alpsko,25,,,,,,,1,2,11,3,1,Lažja
355,26.1.2016,20:00,TRUE,TRUE,,2010,Slovenija,Alpsko,8,1965,Slovenija,Alpsko,TRUE,,,2,2,2,7,1,Lažja
356,28.1.2016,11:00,TRUE,,TRUE,2004,Slovenija,Deskanje,1,,,,,,,1,2,,3,1,Lažja
357,29.1.2016,12:00,TRUE,,TRUE,1968,Anglija,Alpsko,1,,,,TRUE,TRUE,,1,2,5,3,1,Lažja
358,29.1.2016,14:00,TRUE,,TRUE,2008,Slovenija,Alpsko,1,,,,TRUE,,,1,1,2,7,2,Lažja
359,30.1.2016,12:00,TRUE,,TRUE,2006,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,2,,6,1,Lažja
360,31.1.2016,13:00,TRUE,,TRUE,1949,Slovenija,Alpsko,1,,,,TRUE,,,5,2,,,1,Lažja
361,24.2.2016,15:30,TRUE,TRUE,TRUE,,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,,-34,2,1,Lažja
362,25.2.2016,09:30,TRUE,TRUE,TRUE,1977,Slovenija,Alpsko,2,,,,TRUE,TRUE,,2,2,-2,9,1,Lažja
363,25.2.2016,12:00,TRUE,TRUE,TRUE,2008,Slovenija,Deskanje,,,,,TRUE,TRUE,,2,2,-2,9,1,Lažja
364,25.2.2016,12:00,TRUE,TRUE,TRUE,1968,Slovenija,Alpsko,2,,,,TRUE,TRUE,,2,2,-2,9,1,Lažja
365,25.2.2016,13:30,TRUE,TRUE,TRUE,2003,Slovenija,Deskanje,,,,,TRUE,TRUE,,2,1,3,3,1,Lažja
366,27.2.2016,14:00,TRUE,TRUE,TRUE,2003,Slovenija,Alpsko,,,,,TRUE,TRUE,,1,1,-11,9,1,Lažja
367,6.2.2016,14:30,TRUE,TRUE,,2002,Slovenija,Alpsko,1,,,,TRUE,,,1,1,2,7,1,Lažja
368,3.2.2016,10:00,TRUE,,TRUE,2005,Slovenija,Alpsko,2,,,,TRUE,TRUE,,5,1,35,9,1,Lažja
369,6.1.2016,13:00,TRUE,,TRUE,2007,Hrvaška,Alpsko,3,,,,TRUE,TRUE,,5,3,-2,8,1,Lažja
370,6.1.2016,14:30,TRUE,,TRUE,1971,Hrvaška,Alpsko,1,,,,TRUE,TRUE,,5,3,-2,10,1,Lažja
371,6.1.2016,15:00,TRUE,,TRUE,1972,Španija,Alpsko,1,,,,,,,5,2,-2,2,1,Lažja
372,1.2.2016,11:30,TRUE,,TRUE,2005,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,9,12,1,Lažja
373,7.1.2016,11:00,TRUE,,TRUE,1986,Anglija,Deskanje,1,,,,,,,1,2,0,8,1,Lažja
374,7.1.2016,15:00,TRUE,,TRUE,2005,Hrvaška,Alpsko,1,,,,TRUE,TRUE,,2,2,0,8,1,Lažja
375,8.1.2016,13:00,TRUE,,TRUE,1979,Rusija,Alpsko,1,,,,,,,2,2,0,11,1,Lažja
376,16.1.2016,13:30,TRUE,,TRUE,1993,Anglija,Deskanje,1,,,,,,,3,2,-37,8,1,Lažja
377,16.1.2016,14:30,TRUE,,TRUE,1960,Slovenija,Alpsko,21,,,,TRUE,TRUE,,3,2,-5,1,1,Lažja
378,18.1.2016,10:00,TRUE,,TRUE,1990,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,2,-10,2,,Lažja
379,22.1.2016,09:00,TRUE,,TRUE,2002,Slovenija,Alpsko,1,,,,TRUE,TRUE,,,3,-7,9,1,Lažja
380,22.1.2016,14:00,TRUE,,TRUE,1967,Anglija,Alpsko,1,,,,,,,1,2,-6,8,1,Lažja
381,23.1.2016,12:30,TRUE,,TRUE,1990,Romunija,Deskanje,1,,,,,,,1,2,1,8,1,Lažja
382,23.1.2016,15:00,TRUE,,TRUE,1986,Slovenija,Deskanje,1,,,,TRUE,,,1,2,0,8,1,Lažja
383,24.1.2016,11:00,TRUE,,TRUE,1977,Slovenija,Alpsko,8,,,,,,,2,2,2,8,1,Lažja
384,24.1.2016,12:00,TRUE,,TRUE,1968,Slovenija,Alpsko,1,,,,,,,1,2,2,8,1,Lažja
385,24.1.2016,05:30,TRUE,,TRUE,2003,Slovenija,Deskanje,1,,,,TRUE,TRUE,,2,2,-5,8,2,Lažja
386,26.1.2016,10:30,TRUE,,TRUE,2000,Tajska,Alpsko,4,1950,Slovenija,Alpsko,TRUE,TRUE,,1,2,12,9,1,Lažja
387,26.1.2016,11:00,TRUE,,TRUE,1973,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,15,3,1,Lažja
388,27.1.2016,13:00,TRUE,,TRUE,2006,Turčija,Alpsko,1,,,,TRUE,TRUE,,1,2,12,9,1,Lažja
389,28.1.2016,14:30,TRUE,,TRUE,1967,Hrvaška,Alpsko,1,,,,,,,1,2,5,8,1,Lažja
390,29.1.2016,10:00,TRUE,,TRUE,1951,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,5,2,1,Lažja
391,29.1.2016,12:00,TRUE,,TRUE,2008,Slovenija,Alpsko,1,,,,,,,1,2,7,8,1,Lažja
392,30.1.2016,10:30,TRUE,,TRUE,2009,Slovenija,Alpsko,1,,,,,,,5,6,0,3,2,Lažja
393,1.2.2016,14:00,TRUE,,TRUE,1998,češka,Alpsko,1,,,,,,,2,1,5,2,2,Lažja
394,4.2.2016,11:00,TRUE,,TRUE,1983,Anglija,Alpsko,1,,,,TRUE,TRUE,,1,2,4,4,1,Lažja
395,4.2.2016,11:30,TRUE,,TRUE,2005,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,4,11,1,Lažja
396,5.2.2016,11:30,TRUE,TRUE,TRUE,2005,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,0,8,1,Lažja
397,4.2.2016,12:30,TRUE,TRUE,TRUE,2009,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,25,11,1,Lažja
398,5.2.2016,14:00,TRUE,,TRUE,2008,č,Alpsko,1,,,,,,,1,2,3,11,1,Lažja
399,6.2.2016,11:00,TRUE,,TRUE,1990,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,0,8,2,Lažja
400,9.2.2016,11:00,TRUE,,TRUE,2010,Avstrija,Alpsko,1,,,,TRUE,,,5,6,2,7,2,Lažja
401,11.2.2016,13:30,TRUE,,TRUE,2006,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,0,11,1,Lažja
402,11.2.2016,13:30,TRUE,,TRUE,,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,0,8,1,Lažja
403,11.2.2016,13:30,TRUE,,TRUE,1948,Nizozemska,Alpsko,1,,,,,,,1,2,0,8,1,Lažja
404,12.2.2016,12:00,TRUE,,TRUE,1989,Madžarska,Alpsko,1,,,,TRUE,TRUE,,5,3,-2,7,1,Lažja
405,13.2.2016,11:30,TRUE,,TRUE,1952,Srbija,Alpsko,1,,,,,,,1,2,0,,,Lažja
406,13.2.2016,13:30,TRUE,,TRUE,1981,Anglija,Alpsko,1,,,,TRUE,TRUE,,1,2,0,6,2,Lažja
407,15.2.2016,13:30,TRUE,,TRUE,2003,Anglija,Deskanje,1,,,,,,,5,3,-1,8,1,Lažja
408,31.1.2016,11:30,TRUE,,TRUE,,Slovenija,Alpsko,1,,,,TRUE,TRUE,,5,1,8,12,1,Lažja
409,23.1.2016,12:00,TRUE,,TRUE,1943,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,0,9,1,Lažja
410,20.2.2016,14:00,TRUE,,TRUE,2004,Slovenija,Alpsko,2,,,,TRUE,,,2,1,3,2,1,Lažja
411,20.2.2016,12:30,TRUE,,TRUE,2006,Slovenija,Alpsko,2,,,,TRUE,,,2,1,3,2,1,Lažja
412,18.2.2016,11:30,TRUE,,TRUE,2005,Slovenija,Alpsko,3,2006,Slovenija,Alpsko,,,,2,1,5,11,1,Lažja
413,18.2.2016,11:00,TRUE,,TRUE,2005,Slovenija,Alpsko,1,,,,,,,2,1,5,11,1,Lažja
414,17.2.2016,10:30,TRUE,,TRUE,2007,Slovenija,Alpsko,2,,,,TRUE,,,5,3,0,12,2,Lažja
415,13.2.2016,00:00,TRUE,,TRUE,1963,Anglija,Alpsko,1,,,,TRUE,TRUE,,1,2,3,11,1,Lažja
416,13.2.2016,11:00,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,TRUE,,,1,1,35,11,1,Lažja
417,21.2.2016,11:00,TRUE,,TRUE,2010,Slovenija,Alpsko,1,,,,,,,1,2,1,9,2,Lažja
418,21.2.2016,10:30,TRUE,,,2005,Slovenija,Alpsko,15,,,,TRUE,,,1,1,2,9,1,Lažja
419,21.2.2016,13:00,TRUE,,TRUE,1976,Slovenija,Alpsko,10,,,,TRUE,TRUE,,1,2,10,3,1,Lažja
420,16.2.2016,11:30,TRUE,,TRUE,1999,Slovenija,Alpsko,1,,,,TRUE,TRUE,TRUE,2,2,0,3,1,Lažja
421,3.2.2016,10:00,TRUE,,TRUE,2005,Slovenija,Alpsko,1,,,,,,,1,1,2,11,1,Lažja
422,20.2.2016,15:00,TRUE,,TRUE,2006,Slovenija,Alpsko,1,,,,TRUE,TRUE,,4,2,1,8,1,Lažja
423,24.2.2016,12:00,TRUE,,TRUE,2001,Slovenija,Deskanje,1,,,,,,,2,1,3,11,1,Lažja
424,25.2.2016,14:00,TRUE,,TRUE,1977,Slovenija,Alpsko,12,,,,,,,2,1,3,11,1,Lažja
425,30.12.2015,12:30,TRUE,,TRUE,2008,Nemčija,Alpsko,1,,,,TRUE,,,5,3,-4,9,2,Lažja
